gene,Locus,Locus name,Symbol,Gene activity,Description,Chromosome,Arm,Available
Solyc02g062770,None,None,None,None,None,None,None,#
Solyc02g062780,None,None,None,None,None,None,None,#
Solyc02g062790,None,None,None,None,None,None,None,#
Solyc02g062800,None,None,None,None,None,None,None,#
Solyc02g062810,None,None,None,None,None,None,None,#
Solyc02g062813,None,None,None,None,None,None,None,#
Solyc02g062815,None,None,None,None,None,None,None,#
Solyc02g062817,None,None,None,None,None,None,None,#
Solyc02g062830,None,None,None,None,None,None,None,#
Solyc02g062840,None,None,None,None,None,None,None,#
Solyc02g062850,None,None,None,None,None,None,None,#
Solyc02g062860,None,None,None,None,None,None,None,#
Solyc02g062870,None,None,None,None,None,None,None,#
Solyc02g062880,None,None,None,None,None,None,None,#
Solyc02g062890,None,None,None,None,None,None,None,#
Solyc02g062910,None,None,None,None,None,None,None,#
Solyc02g062915,None,None,None,None,None,None,None,#
Solyc02g062920,None,None,None,None,None,None,None,#
Solyc02g062940,None,None,None,None,None,None,None,#
Solyc02g062950,None,None,None,None,None,None,None,#
Solyc02g062953,None,None,None,None,None,None,None,#
Solyc02g062957,None,None,None,None,None,None,None,#
Solyc02g062960,None,None,None,None,None,None,None,#
Solyc02g150123,None,None,None,None,None,None,None,#
Solyc02g062970,None,None,None,None,None,None,None,#
Solyc02g062990,None,None,None,None,None,None,None,#
Solyc02g063000,None,None,None,None,None,None,None,#
Solyc02g063010,None,None,None,None,None,None,None,#
Solyc02g063020,None,None,None,None,None,None,None,#
Solyc02g063030,None,None,None,None,None,None,None,#
Solyc02g063050,None,None,None,None,None,None,None,#
Solyc02g063060,None,None,None,None,None,None,None,#
Solyc02g063070,None,None,None,None,None,None,None,#
Solyc02g063075,None,None,None,None,None,None,None,#
Solyc02g063080,None,None,None,None,None,None,None,#
Solyc02g063085,None,None,None,None,None,None,None,#
Solyc02g063090,None,None,None,None,None,None,None,#
Solyc02g063100,None,None,None,None,None,None,None,#
Solyc02g063110,None,None,None,None,None,None,None,#
Solyc02g063120,None,None,None,None,None,None,None,#
Solyc02g063130,None,None,None,None,None,None,None,#
Solyc02g063133,None,None,None,None,None,None,None,#
Solyc02g063137,None,None,None,None,None,None,None,#
Solyc02g063140,None,None,None,None,None,None,None,#
Solyc02g063150,None,None,None,None,None,None,None,#
Solyc02g063160,None,None,None,None,None,None,None,#
Solyc02g063170,None,None,None,None,None,None,None,#
Solyc02g063180,None,None,None,None,None,None,None,#
Solyc02g063190,None,None,None,None,None,None,None,#
Solyc02g063200,None,None,None,None,None,None,None,#
Solyc02g063210,None,None,None,None,None,None,None,#
Solyc02g063220,None,None,None,None,None,None,None,#
Solyc02g063230,None,None,None,None,None,None,None,#
Solyc02g063240,None,None,None,None,None,None,None,#
Solyc02g063250,None,None,None,None,None,None,None,#
Solyc02g150124,None,None,None,None,None,None,None,#
Solyc02g063260,None,None,None,None,None,None,None,#
Solyc02g063270,None,None,None,None,None,None,None,#
Solyc02g063280,None,None,None,None,None,None,None,#
Solyc02g063290,None,None,None,None,None,None,None,#
Solyc02g063300,None,None,None,None,None,None,None,#
Solyc02g063310,None,None,None,None,None,None,None,#
Solyc02g063320,None,None,None,None,None,None,None,#
Solyc02g063330,None,None,None,None,None,None,None,#
Solyc02g063340,None,None,None,None,None,None,None,#
Solyc02g063350,None,None,None,None,None,None,None,#
Solyc02g063355,None,None,None,None,None,None,None,#
Solyc02g063370,None,None,None,None,None,None,None,#
Solyc02g063373,None,None,None,None,None,None,None,#
Solyc02g063377,None,None,None,None,None,None,None,#
Solyc02g063380,None,None,None,None,None,None,None,#
Solyc02g063390,None,None,None,None,None,None,None,#
Solyc02g063400,None,None,None,None,None,None,None,#
Solyc02g063410,None,None,None,None,None,None,None,#
Solyc02g063420,None,None,None,None,None,None,None,#
Solyc02g063430,None,None,None,None,None,None,None,#
Solyc02g063440,None,None,None,None,None,None,None,#
Solyc02g063450,None,None,None,None,None,None,None,#
Solyc02g063455,None,None,None,None,None,None,None,#
Solyc02g063460,None,None,None,None,None,None,None,#
Solyc02g063470,None,None,None,None,None,None,None,#
Solyc02g063480,None,None,None,None,None,None,None,#
Solyc02g063490,None,None,None,None,None,None,None,#
Solyc02g063510,None,None,None,None,None,None,None,#
Solyc02g063520,None,None,None,None,None,None,None,#
Solyc02g063523,None,None,None,None,None,None,None,#
Solyc02g063527,None,None,None,None,None,None,None,#
Solyc02g063540,None,None,None,None,None,None,None,#
Solyc02g063543,None,None,None,None,None,None,None,#
Solyc02g063547,None,None,None,None,None,None,None,#
Solyc02g064560,None,None,None,None,None,None,None,#
Solyc02g064570,None,None,None,None,None,None,None,#
Solyc02g064580,None,None,None,None,None,None,None,#
Solyc02g064620,None,None,None,None,None,None,None,#
Solyc02g064590,None,None,None,None,None,None,None,#
Solyc02g064630,None,None,None,None,None,None,None,#
Solyc02g064640,None,None,None,None,None,None,None,#
Solyc02g064650,None,None,None,None,None,None,None,#
Solyc02g064660,None,None,None,None,None,None,None,#
Solyc02g064670,None,None,None,None,None,None,None,#
Solyc02g064680,None,None,None,None,None,None,None,#
Solyc02g064690,None,None,None,None,None,None,None,#
Solyc02g064700,None,None,None,None,None,None,None,#
Solyc02g064710,None,None,None,None,None,None,None,#
Solyc02g064720,None,None,None,None,None,None,None,#
Solyc02g064730,None,None,None,None,None,None,None,#
Solyc02g064740,None,None,None,None,None,None,None,#
Solyc02g064750,None,None,None,None,None,None,None,#
Solyc02g064760,None,None,None,None,None,None,None,#
Solyc02g064770,None,None,None,None,None,None,None,#
Solyc02g064775,None,None,None,None,None,None,None,#
Solyc02g064780,None,None,None,None,None,None,None,#
Solyc02g064790,None,None,None,None,None,None,None,#
Solyc02g150125,None,None,None,None,None,None,None,#
Solyc02g064800,None,None,None,None,None,None,None,#
Solyc02g064810,None,None,None,None,None,None,None,#
Solyc02g064830,None,None,None,None,None,None,None,#
Solyc02g064840,None,None,None,None,None,None,None,#
Solyc02g064850,None,None,None,None,None,None,None,#
Solyc02g064860,None,None,None,None,None,None,None,#
Solyc02g064870,None,None,None,None,None,None,None,#
Solyc02g064880,None,None,None,None,None,None,None,#
Solyc02g064890,None,None,None,None,None,None,None,#
Solyc02g064900,None,None,None,None,None,None,None,#
Solyc02g064910,None,None,None,None,None,None,None,#
Solyc02g064920,None,None,None,None,None,None,None,#
Solyc02g064930,None,None,None,None,None,None,None,#
Solyc02g064940,None,None,None,None,None,None,None,#
Solyc02g064945,None,None,None,None,None,None,None,#
Solyc02g064950,None,None,None,None,None,None,None,#
Solyc02g064960,None,None,None,None,None,None,None,#
Solyc02g064970,None,None,None,None,None,None,None,#
Solyc02g064980,None,None,None,None,None,None,None,#
Solyc02g064990,None,None,None,None,None,None,None,#
Solyc02g065000,None,None,None,None,None,None,None,#
Solyc02g065010,None,None,None,None,None,None,None,#
Solyc02g065020,None,None,None,None,None,None,None,#
Solyc02g065030,None,None,None,None,None,None,None,#
Solyc02g065040,None,None,None,None,None,None,None,#
Solyc02g065050,None,None,None,None,None,None,None,#
Solyc02g065060,None,None,None,None,None,None,None,#
Solyc02g065070,None,None,None,None,None,None,None,#
Solyc02g065080,None,None,None,None,None,None,None,#
Solyc02g065090,None,None,None,None,None,None,None,#
Solyc02g065100,None,None,None,None,None,None,None,#
Solyc02g065110,None,None,None,None,None,None,None,#
Solyc02g065112,None,None,None,None,None,None,None,#
Solyc02g065114,None,None,None,None,None,None,None,#
Solyc02g065116,None,None,None,None,None,None,None,#
Solyc02g065118,None,None,None,None,None,None,None,#
Solyc02g065140,None,None,None,None,None,None,None,#
Solyc02g065150,None,None,None,None,None,None,None,#
Solyc02g065160,None,None,None,None,None,None,None,#
Solyc02g065170,None,None,None,None,None,None,None,#
Solyc02g065180,None,None,None,None,None,None,None,#
Solyc02g065190,None,None,None,None,None,None,None,#
Solyc02g065210,None,None,None,None,None,None,None,#
Solyc02g065220,None,None,None,None,None,None,None,#
Solyc02g065230,None,None,None,None,None,None,None,#
Solyc02g065240,None,None,None,None,None,None,None,#
Solyc02g065250,None,None,None,None,None,None,None,#
Solyc02g065253,None,None,None,None,None,None,None,#
Solyc02g065257,None,None,None,None,None,None,None,#
Solyc02g065260,None,None,None,None,None,None,None,#
Solyc02g065270,None,None,None,None,None,None,None,#
Solyc02g065280,None,None,None,None,None,None,None,#
Solyc02g065290,None,None,None,None,None,None,None,#
Solyc02g065300,None,None,None,None,None,None,None,#
Solyc02g065310,None,None,None,None,None,None,None,#
Solyc02g065320,None,None,None,None,None,None,None,#
Solyc02g065330,None,None,None,None,None,None,None,#
Solyc02g065340,None,None,None,None,None,None,None,#
Solyc02g065350,None,None,None,None,None,None,None,#
Solyc02g065360,None,None,None,None,None,None,None,#
Solyc02g065370,None,None,None,None,None,None,None,#
Solyc02g065380,None,None,None,None,None,None,None,#
Solyc02g065400,None,None,None,None,None,None,None,#
Solyc02g065410,None,None,None,None,None,None,None,#
Solyc02g065420,None,None,None,None,None,None,None,#
Solyc02g065430,None,None,None,None,None,None,None,#
Solyc02g065440,None,None,None,None,None,None,None,#
Solyc02g065470,None,None,None,None,None,None,None,#
Solyc02g065480,None,None,None,None,None,None,None,#
Solyc02g065490,None,None,None,None,None,None,None,#
Solyc02g065500,None,None,None,None,None,None,None,#
Solyc02g065510,None,None,None,None,None,None,None,#
Solyc02g065520,None,None,None,None,None,None,None,#
Solyc02g065530,None,None,None,None,None,None,None,#
Solyc02g065540,None,None,None,None,None,None,None,#
Solyc02g065550,None,None,None,None,None,None,None,#
Solyc02g065560,None,None,None,None,None,None,None,#
Solyc02g065570,None,None,None,None,None,None,None,#
Solyc02g065580,None,None,None,None,None,None,None,#
Solyc02g065590,None,None,None,None,None,None,None,#
Solyc02g065600,None,None,None,None,None,None,None,#
Solyc02g065610,None,None,None,None,None,None,None,#
Solyc02g065620,None,None,None,None,None,None,None,#
Solyc02g065630,None,None,None,None,None,None,None,#
Solyc02g065640,None,None,None,None,None,None,None,#
Solyc02g065650,None,None,None,None,None,None,None,#
Solyc02g065660,None,None,None,None,None,None,None,#
Solyc02g065670,None,None,None,None,None,None,None,#
Solyc02g065680,None,None,None,None,None,None,None,#
Solyc02g065690,None,None,None,None,None,None,None,#
Solyc02g065700,None,None,None,None,None,None,None,#
Solyc02g065710,None,None,None,None,None,None,None,#
Solyc02g065720,None,None,None,None,None,None,None,#
Solyc02g065730,None,None,None,None,None,None,None,#
Solyc02g065740,None,None,None,None,None,None,None,#
Solyc02g065750,None,None,None,None,None,None,None,#
Solyc02g065753,None,None,None,None,None,None,None,#
Solyc02g065757,None,None,None,None,None,None,None,#
Solyc02g065760,None,None,None,None,None,None,None,#
Solyc02g065765,None,None,None,None,None,None,None,#
Solyc02g065780,None,None,None,None,None,None,None,#
Solyc02g065790,None,None,None,None,None,None,None,#
Solyc02g065800,None,None,None,None,None,None,None,#
Solyc02g150126,None,None,None,None,None,None,None,#
Solyc02g066800,None,None,None,None,None,None,None,#
Solyc02g066803,None,None,None,None,None,None,None,#
Solyc02g066807,None,None,None,None,None,None,None,#
Solyc02g066830,None,None,None,None,None,None,None,#
Solyc02g066840,None,None,None,None,None,None,None,#
Solyc02g066850,None,None,None,None,None,None,None,#
Solyc02g066853,None,None,None,None,None,None,None,#
Solyc02g066855,None,None,None,None,None,None,None,#
Solyc02g066857,None,None,None,None,None,None,None,#
Solyc02g066880,None,None,None,None,None,None,None,#
Solyc02g066890,None,None,None,None,None,None,None,#
Solyc02g066900,None,None,None,None,None,None,None,#
Solyc02g066905,None,None,None,None,None,None,None,#
Solyc02g066910,None,None,None,None,None,None,None,#
Solyc02g066920,None,None,None,None,None,None,None,#
Solyc02g066930,None,None,None,None,None,None,None,#
Solyc02g066940,None,None,None,None,None,None,None,#
Solyc02g066950,None,None,None,None,None,None,None,#
Solyc02g066960,None,None,None,None,None,None,None,#
Solyc02g066970,None,None,None,None,None,None,None,#
Solyc02g066980,None,None,None,None,None,None,None,#
Solyc02g066990,None,None,None,None,None,None,None,#
Solyc02g066993,None,None,None,None,None,None,None,#
Solyc02g066997,None,None,None,None,None,None,None,#
Solyc02g067010,None,None,None,None,None,None,None,#
Solyc02g067015,None,None,None,None,None,None,None,#
Solyc02g067020,None,None,None,None,None,None,None,#
Solyc02g067030,None,None,None,None,None,None,None,#
Solyc02g067040,None,None,None,None,None,None,None,#
Solyc02g067050,None,None,None,None,None,None,None,#
Solyc02g067060,None,None,None,None,None,None,None,#
Solyc02g067070,None,None,None,None,None,None,None,#
Solyc02g067080,None,None,None,None,None,None,None,#
Solyc02g067085,None,None,None,None,None,None,None,#
Solyc02g067090,None,None,None,None,None,None,None,#
Solyc02g067100,None,None,None,None,None,None,None,#
Solyc02g067103,None,None,None,None,None,None,None,#
Solyc02g067107,None,None,None,None,None,None,None,#
Solyc02g067120,None,None,None,None,None,None,None,#
Solyc02g067160,None,None,None,None,None,None,None,#
Solyc02g067150,None,None,None,None,None,None,None,#
Solyc02g067180,None,None,None,None,None,None,None,#
Solyc02g067190,None,None,None,None,None,None,None,#
Solyc02g067200,None,None,None,None,None,None,None,#
Solyc02g067210,None,None,None,None,None,None,None,#
Solyc02g067220,None,None,None,None,None,None,None,#
Solyc02g067230,None,None,None,None,None,None,None,#
Solyc02g067240,None,None,None,None,None,None,None,#
Solyc02g067250,None,None,None,None,None,None,None,#
Solyc02g067270,None,None,None,None,None,None,None,#
Solyc02g067280,None,None,None,None,None,None,None,#
Solyc02g067290,None,None,None,None,None,None,None,#
Solyc02g067300,None,None,None,None,None,None,None,#
Solyc02g067310,None,None,None,None,None,None,None,#
Solyc02g067320,None,None,None,None,None,None,None,#
Solyc02g067330,None,None,None,None,None,None,None,#
Solyc02g067340,None,None,None,None,None,None,None,#
Solyc02g067350,None,None,None,None,None,None,None,#
Solyc02g067360,None,None,None,None,None,None,None,#
Solyc02g067370,None,None,None,None,None,None,None,#
Solyc02g067380,None,None,None,None,None,None,None,#
Solyc02g067390,None,None,None,None,None,None,None,#
Solyc02g067400,None,None,None,None,None,None,None,#
Solyc02g067410,None,None,None,None,None,None,None,#
Solyc02g067420,None,None,None,None,None,None,None,#
Solyc02g067430,None,None,None,None,None,None,None,#
Solyc02g067440,None,None,None,None,None,None,None,#
Solyc02g067450,None,None,None,None,None,None,None,#
Solyc02g067460,None,None,None,None,None,None,None,#
Solyc02g067470,None,None,None,None,None,None,None,#
Solyc02g067480,None,None,None,None,None,None,None,#
Solyc02g067490,None,None,None,None,None,None,None,#
Solyc02g067510,None,None,None,None,None,None,None,#
Solyc02g067520,None,None,None,None,None,None,None,#
Solyc02g067530,None,None,None,None,None,None,None,#
Solyc02g067540,None,None,None,None,None,None,None,#
Solyc02g067550,None,None,None,None,None,None,None,#
Solyc02g067560,None,None,None,None,None,None,None,#
Solyc02g067570,None,None,None,None,None,None,None,#
Solyc02g067580,None,None,None,None,None,None,None,#
Solyc02g067590,None,None,None,None,None,None,None,#
Solyc02g067600,None,None,None,None,None,None,None,#
Solyc02g067605,None,None,None,None,None,None,None,#
Solyc02g067620,None,None,None,None,None,None,None,#
Solyc02g067630,None,None,None,None,None,None,None,#
Solyc02g067640,None,None,None,None,None,None,None,#
Solyc02g067650,None,None,None,None,None,None,None,#
Solyc02g067655,None,None,None,None,None,None,None,#
Solyc02g067660,None,None,None,None,None,None,None,#
Solyc02g067670,None,None,None,None,None,None,None,#
Solyc02g067680,None,None,None,None,None,None,None,#
Solyc02g067690,None,None,None,None,None,None,None,#
Solyc02g067700,None,None,None,None,None,None,None,#
Solyc02g067710,None,None,None,None,None,None,None,#
Solyc02g067720,None,None,None,None,None,None,None,#
Solyc02g067730,None,None,None,None,None,None,None,#
Solyc02g067740,None,None,None,None,None,None,None,#
Solyc02g067750,None,None,None,None,None,None,None,#
Solyc02g067760,None,None,None,None,None,None,None,#
Solyc02g067770,None,None,None,None,None,None,None,#
Solyc02g067780,None,None,None,None,None,None,None,#
Solyc02g067790,None,None,None,None,None,None,None,#
Solyc02g067800,None,None,None,None,None,None,None,#
Solyc02g067810,None,None,None,None,None,None,None,#
Solyc02g067820,None,None,None,None,None,None,None,#
Solyc02g067830,None,None,None,None,None,None,None,#
Solyc02g067840,None,None,None,None,None,None,None,#
Solyc02g067850,None,None,None,None,None,None,None,#
Solyc02g067860,None,None,None,None,None,None,None,#
Solyc02g067870,None,None,None,None,None,None,None,#
Solyc02g067880,None,None,None,None,None,None,None,#
Solyc02g067890,None,None,None,None,None,None,None,#
Solyc02g067900,None,None,None,None,None,None,None,#
Solyc02g067905,None,None,None,None,None,None,None,#
Solyc02g067910,None,None,None,None,None,None,None,#
Solyc02g067920,None,None,None,None,None,None,None,#
Solyc02g067930,None,None,None,None,None,None,None,#
Solyc02g067935,None,None,None,None,None,None,None,#
Solyc02g067950,None,None,None,None,None,None,None,#
Solyc02g067960,None,None,None,None,None,None,None,#
Solyc02g067970,None,None,None,None,None,None,None,#
Solyc02g067980,None,None,None,None,None,None,None,#
Solyc02g067990,None,None,None,None,None,None,None,#
Solyc02g068000,None,None,None,None,None,None,None,#
Solyc02g068010,None,None,None,None,None,None,None,#
Solyc02g068020,None,None,None,None,None,None,None,#
Solyc02g068040,None,None,None,None,None,None,None,#
Solyc02g068050,None,None,None,None,None,None,None,#
Solyc02g068060,None,None,None,None,None,None,None,#
Solyc02g068070,None,None,None,None,None,None,None,#
Solyc02g068080,None,None,None,None,None,None,None,#
Solyc02g068090,None,None,None,None,None,None,None,#
Solyc02g068100,None,None,None,None,None,None,None,#
Solyc02g068110,None,None,None,None,None,None,None,#
Solyc02g068120,None,None,None,None,None,None,None,#
Solyc02g068130,None,None,None,None,None,None,None,#
Solyc02g068140,None,None,None,None,None,None,None,#
Solyc02g068150,None,None,None,None,None,None,None,#
Solyc02g068160,None,None,None,None,None,None,None,#
Solyc02g068170,None,None,None,None,None,None,None,#
Solyc02g068180,None,None,None,None,None,None,None,#
Solyc02g068190,None,None,None,None,None,None,None,#
Solyc02g068195,None,None,None,None,None,None,None,#
Solyc02g068200,None,None,None,None,None,None,None,#
Solyc02g068210,None,None,None,None,None,None,None,#
Solyc02g068220,None,None,None,None,None,None,None,#
Solyc02g068230,None,None,None,None,None,None,None,#
Solyc02g068240,None,None,None,None,None,None,None,#
Solyc02g068250,None,None,None,None,None,None,None,#
Solyc02g068260,None,None,None,None,None,None,None,#
Solyc02g068270,None,None,None,None,None,None,None,#
Solyc02g068280,None,None,None,None,None,None,None,#
Solyc02g068290,None,None,None,None,None,None,None,#
Solyc02g068295,None,None,None,None,None,None,None,#
Solyc02g068300,None,None,None,None,None,None,None,#
Solyc02g068310,None,None,None,None,None,None,None,#
Solyc02g068315,None,None,None,None,None,None,None,#
Solyc02g068330,None,None,None,None,None,None,None,#
Solyc02g068340,None,None,None,None,None,None,None,#
Solyc02g068350,None,None,None,None,None,None,None,#
Solyc02g068360,None,None,None,None,None,None,None,#
Solyc02g068370,None,None,None,None,None,None,None,#
Solyc02g068380,None,None,None,None,None,None,None,#
Solyc02g068390,None,None,None,None,None,None,None,#
Solyc02g068400,None,None,None,None,None,None,None,#
Solyc02g068410,None,None,None,None,None,None,None,#
Solyc02g068415,None,None,None,None,None,None,None,#
Solyc02g068420,None,None,None,None,None,None,None,#
Solyc02g068430,None,None,None,None,None,None,None,#
Solyc02g068440,None,None,None,None,None,None,None,#
Solyc02g068450,None,None,None,None,None,None,None,#
Solyc02g068460,None,None,None,None,None,None,None,#
Solyc02g068480,None,None,None,None,None,None,None,#
Solyc02g068485,None,None,None,None,None,None,None,#
Solyc02g068490,None,None,None,None,None,None,None,#
Solyc02g068500,None,None,None,None,None,None,None,#
Solyc02g068510,None,None,None,None,None,None,None,#
Solyc02g068530,None,None,None,None,None,None,None,#
Solyc02g068540,None,None,None,None,None,None,None,#
Solyc02g068550,None,None,None,None,None,None,None,#
Solyc02g068560,None,None,None,None,None,None,None,#
Solyc02g068580,None,None,None,None,None,None,None,#
Solyc02g068590,None,None,None,None,None,None,None,#
Solyc02g068600,None,None,None,None,None,None,None,#
Solyc02g068610,None,None,None,None,None,None,None,#
Solyc02g068615,None,None,None,None,None,None,None,#
Solyc02g068620,None,None,None,None,None,None,None,#
Solyc02g068630,None,None,None,None,None,None,None,#
Solyc02g068640,None,None,None,None,None,None,None,#
Solyc02g068650,None,None,None,None,None,None,None,#
Solyc02g068660,None,None,None,None,None,None,None,#
Solyc02g068670,None,None,None,None,None,None,None,#
Solyc02g068680,None,None,None,None,None,None,None,#
Solyc02g068690,None,None,None,None,None,None,None,#
Solyc02g068700,None,None,None,None,None,None,None,#
Solyc02g068710,None,None,None,None,None,None,None,#
Solyc02g068720,None,None,None,None,None,None,None,#
Solyc02g068730,None,None,None,None,None,None,None,#
Solyc02g068740,None,None,None,None,None,None,None,#
Solyc02g068750,None,None,None,None,None,None,None,#
Solyc02g068760,None,None,None,None,None,None,None,#
Solyc02g068770,None,None,None,None,None,None,None,#
Solyc02g068780,None,None,None,None,None,None,None,#
Solyc02g068790,None,None,None,None,None,None,None,#
Solyc02g068793,None,None,None,None,None,None,None,#
Solyc02g150127,None,None,None,None,None,None,None,#
Solyc02g068797,None,None,None,None,None,None,None,#
Solyc02g068810,None,None,None,None,None,None,None,#
Solyc02g068820,None,None,None,None,None,None,None,#
Solyc02g150128,None,None,None,None,None,None,None,#
Solyc02g068840,None,None,None,None,None,None,None,#
Solyc02g068850,None,None,None,None,None,None,None,#
Solyc02g068870,None,None,None,None,None,None,None,#
Solyc02g068880,None,None,None,None,None,None,None,#
Solyc02g068890,None,None,None,None,None,None,None,#
Solyc02g068900,None,None,None,None,None,None,None,#
Solyc02g068910,None,None,None,None,None,None,None,#
Solyc02g068920,None,None,None,None,None,None,None,#
Solyc02g068930,None,None,None,None,None,None,None,#
Solyc02g068960,None,None,None,None,None,None,None,#
Solyc02g068970,None,None,None,None,None,None,None,#
Solyc02g068980,None,None,None,None,None,None,None,#
Solyc02g068990,None,None,None,None,None,None,None,#
Solyc02g069000,None,None,None,None,None,None,None,#
Solyc02g069010,None,None,None,None,None,None,None,#
Solyc02g069020,None,None,None,None,None,None,None,#
Solyc02g069030,None,None,None,None,None,None,None,#
Solyc02g069040,None,None,None,None,None,None,None,#
Solyc02g069050,None,None,None,None,None,None,None,#
Solyc02g069053,None,None,None,None,None,None,None,#
Solyc02g069055,None,None,None,None,None,None,None,#
Solyc02g069057,None,None,None,None,None,None,None,#
Solyc02g069060,None,None,None,None,None,None,None,#
Solyc02g069065,None,None,None,None,None,None,None,#
Solyc02g069070,None,None,None,None,None,None,None,#
Solyc02g069080,None,None,None,None,None,None,None,#
Solyc02g069090,None,None,None,None,None,None,None,#
Solyc02g069100,None,None,None,None,None,None,None,#
Solyc02g069110,None,None,None,None,None,None,None,#
Solyc02g069120,None,None,None,None,None,None,None,#
Solyc02g069130,None,None,None,None,None,None,None,#
Solyc02g069140,None,None,None,None,None,None,None,#
Solyc02g069150,None,None,None,None,None,None,None,#
Solyc02g069160,None,None,None,None,None,None,None,#
Solyc02g069170,None,None,None,None,None,None,None,#
Solyc02g069175,None,None,None,None,None,None,None,#
Solyc02g069180,None,None,None,None,None,None,None,#
Solyc02g069190,None,None,None,None,None,None,None,#
Solyc02g069200,None,None,None,None,None,None,None,#
Solyc02g069210,None,None,None,None,None,None,None,#
Solyc02g069220,None,None,None,None,None,None,None,#
Solyc02g069230,None,None,None,None,None,None,None,#
Solyc02g069240,None,None,None,None,None,None,None,#
Solyc02g069250,None,None,None,None,None,None,None,#
Solyc02g069260,None,None,None,None,None,None,None,#
Solyc02g069270,None,None,None,None,None,None,None,#
Solyc02g069280,None,None,None,None,None,None,None,#
Solyc02g069290,None,None,None,None,None,None,None,#
Solyc02g069300,None,None,None,None,None,None,None,#
Solyc02g069310,None,None,None,None,None,None,None,#
Solyc02g069320,None,None,None,None,None,None,None,#
Solyc02g069330,None,None,None,None,None,None,None,#
Solyc02g069340,None,None,None,None,None,None,None,#
Solyc02g069350,None,None,None,None,None,None,None,#
Solyc02g069360,None,None,None,None,None,None,None,#
Solyc02g069370,None,None,None,None,None,None,None,#
Solyc02g069380,None,None,None,None,None,None,None,#
Solyc02g069390,None,None,None,None,None,None,None,#
Solyc02g069400,None,None,None,None,None,None,None,#
Solyc02g069410,None,None,None,None,None,None,None,#
Solyc02g069420,None,None,None,None,None,None,None,#
Solyc02g069430,None,None,None,None,None,None,None,#
Solyc02g069440,None,None,None,None,None,None,None,#
Solyc02g069450,None,None,None,None,None,None,None,#
Solyc02g069460,None,None,None,None,None,None,None,#
Solyc02g069470,None,None,None,None,None,None,None,#
Solyc02g069480,None,None,None,None,None,None,None,#
Solyc02g069490,None,None,None,None,None,None,None,#
Solyc02g069500,None,None,None,None,None,None,None,#
Solyc02g069510,None,None,None,None,None,None,None,#
Solyc02g069520,None,None,None,None,None,None,None,#
Solyc02g069530,None,None,None,None,None,None,None,#
Solyc02g069540,None,None,None,None,None,None,None,#
Solyc02g069550,None,None,None,None,None,None,None,#
Solyc02g069560,None,None,None,None,None,None,None,#
Solyc02g069570,None,None,None,None,None,None,None,#
Solyc02g069580,None,None,None,None,None,None,None,#
Solyc02g069585,None,None,None,None,None,None,None,#
Solyc02g069600,None,None,None,None,None,None,None,#
Solyc02g069610,None,None,None,None,None,None,None,#
Solyc02g069620,None,None,None,None,None,None,None,#
Solyc02g069630,None,None,None,None,None,None,None,#
Solyc02g069640,None,None,None,None,None,None,None,#
Solyc02g069650,None,None,None,None,None,None,None,#
Solyc02g069670,None,None,None,None,None,None,None,#
Solyc02g069680,None,None,None,None,None,None,None,#
Solyc02g069690,None,None,None,None,None,None,None,#
Solyc02g069700,None,None,None,None,None,None,None,#
Solyc02g069710,None,None,None,None,None,None,None,#
Solyc02g069715,None,None,None,None,None,None,None,#
Solyc02g069720,None,None,None,None,None,None,None,#
Solyc02g069730,None,None,None,None,None,None,None,#
Solyc02g069740,None,None,None,None,None,None,None,#
Solyc02g069750,None,None,None,None,None,None,None,#
Solyc02g069760,None,None,None,None,None,None,None,#
Solyc02g069770,None,None,None,None,None,None,None,#
Solyc02g069780,None,None,None,None,None,None,None,#
Solyc02g069790,None,None,None,None,None,None,None,#
Solyc02g069800,None,None,None,None,None,None,None,#
Solyc02g069810,None,None,None,None,None,None,None,#
Solyc02g069820,None,None,None,None,None,None,None,#
Solyc02g069830,None,None,None,None,None,None,None,#
Solyc02g069840,None,None,None,None,None,None,None,#
Solyc02g069850,None,None,None,None,None,None,None,#
Solyc02g069860,None,None,None,None,None,None,None,#
Solyc02g069870,None,None,None,None,None,None,None,#
Solyc02g069880,None,None,None,None,None,None,None,#
Solyc02g069890,None,None,None,None,None,None,None,#
Solyc02g069900,None,None,None,None,None,None,None,#
Solyc02g069910,None,None,None,None,None,None,None,#
Solyc02g069920,None,None,None,None,None,None,None,#
Solyc02g069930,None,None,None,None,None,None,None,#
Solyc02g069940,None,None,None,None,None,None,None,#
Solyc02g069950,None,None,None,None,None,None,None,#
Solyc02g069960,None,None,None,None,None,None,None,#
Solyc02g069970,None,None,None,None,None,None,None,#
Solyc02g069980,None,None,None,None,None,None,None,#
Solyc02g069990,None,None,None,None,None,None,None,#
Solyc02g070000,None,None,None,None,None,None,None,#
Solyc02g070010,None,None,None,None,None,None,None,#
Solyc02g070020,None,None,None,None,None,None,None,#
Solyc02g070030,None,None,None,None,None,None,None,#
Solyc02g070040,None,None,None,None,None,None,None,#
Solyc02g070050,None,None,None,None,None,None,None,#
Solyc02g150129,None,None,None,None,None,None,None,#
Solyc02g070060,None,None,None,None,None,None,None,#
Solyc02g070070,None,None,None,None,None,None,None,#
Solyc02g070080,None,None,None,None,None,None,None,#
Solyc02g070090,None,None,None,None,None,None,None,#
Solyc02g070100,None,None,None,None,None,None,None,#
